signal,target,ic_1d,ic_5d,ic_20d,ic_20d_neutral_spy,ic_rolling_60d_mean,quintile_spread_20d,quintile_spread_20d_neutral,leakage_risk
flow_abnormal_vol_XLE,QQQ,0.08241316306628627,0.08099125440203761,-0.1529349395127809,-0.1500044710721631,-0.005492753835129646,-0.016153814330083567,-0.02422455133743708,LOW
flow_abnormal_vol_XLE,IWM,0.11938534220668261,0.06952243577248451,0.024382672679194185,0.03118892196062902,0.16994925490998966,0.00034541340117171665,-0.003914113379311839,LOW
flow_abnormal_vol_XLE,XLK,0.09194371225888216,0.0915213182072174,-0.12131168482773598,-0.12199767504247519,0.024625261403021303,-0.01713777257343431,-0.02959060702625549,LOW
flow_abnormal_vol_XLE,XLF,0.05360750312716762,-0.017413746052785468,-0.05406931439302001,-0.04617978819892439,0.02850535967593338,-0.0025145384634899133,-0.0033706591799903857,LOW
flow_abnormal_vol_XLE,XLE,-0.05447350888382281,0.07731316517874547,0.19639887073491655,0.2031910680752673,0.0809665696611632,0.035121581040161186,0.035944122030955546,LOW
flow_dv_zscore_XLE,SPY,0.11750744034776689,0.14847348381479605,-0.07529285522668336,-0.06895159745021143,0.04951923779997367,-0.0008250098383505364,-0.0005364975518160967,LOW
flow_dv_zscore_XLE,QQQ,0.08585236673332362,0.10869335828362765,-0.10889871105376785,-0.10479554425722717,0.004971775785671446,-0.0069497372577278504,-0.00722214547490755,LOW
flow_dv_zscore_XLE,IWM,0.1360132557778276,0.0982963627149039,0.05285701511222392,0.060816801011739766,0.15758580599874236,0.008245679110013573,0.010017752163036596,LOW
flow_dv_zscore_XLE,XLK,0.09430292509844435,0.11728249710862475,-0.08042692351911702,-0.0789323079674506,0.02688246735204224,-0.00695229192659446,-0.007410872266651686,LOW
flow_dv_zscore_XLE,XLF,0.06628580953346312,-0.010889244084051305,-0.03427140685479235,-0.025482556431317947,0.01181761015486758,0.005831870033925619,0.00770332143228543,LOW
flow_dv_zscore_XLE,XLE,-0.05316962826089863,0.08563720712642782,0.133297990572425,0.13739093777545,0.037924642810137334,0.014902225358933732,0.016801582971922285,LOW
flow_breadth_thrust,SPY,0.027205387870205013,-0.027928899982429537,0.024298845315938046,0.020302348117043383,-0.08485100481161653,0.00802813048695063,0.006770018074917148,LOW
flow_breadth_thrust,QQQ,0.0373633789433889,-0.011672339976569013,0.02411287595634673,0.022678327937488748,-0.07944274021208816,0.013135852301144363,0.010506090888382325,LOW
flow_breadth_thrust,IWM,-0.0935018577518806,-0.05587209629391771,-0.056644195124325836,-0.06778841056418423,-0.14920686367415303,0.0014020833287431839,-0.002022858825036982,LOW
flow_breadth_thrust,XLK,0.0505338552039916,-7.148164529323828e-05,0.03217516564642756,0.035280193510685245,-0.05951066820904884,0.01909817359285906,0.016436111476901702,LOW
flow_breadth_thrust,XLF,-0.04518497725407792,-0.04666158418124782,-0.01774157556249676,-0.029991690481532895,-0.06483966811052011,0.005355061044162944,0.005057283708881028,LOW
flow_breadth_thrust,XLE,0.016836847132790298,0.017845903330637607,-0.03584325094595283,-0.03873221898663325,-0.01702846335450069,-0.0026291616970906193,-0.009792202734600571,LOW
