Date,SPY,QQQ,IWM,XLK,XLF,XLE,portfolio
2026-03-09 00:00:00-04:00,0.0,0.0,0.0,57438.08877753777,0.0,55391.70530582416,112807.17649441255
2026-03-10 00:00:00-04:00,0.0,0.0,0.0,56259.9663776173,0.0,55829.800229502864,112089.28991971217
2026-03-11 00:00:00-04:00,0.0,56085.79477905324,0.0,0.0,0.0,57589.03384396734,113651.95387862815
2026-03-12 00:00:00-04:00,0.0,56156.7233846988,0.0,0.0,0.0,57051.24160587769,113207.53417668649
2026-03-13 00:00:00-04:00,0.0,56146.44319599608,0.0,0.0,0.0,56912.19460623179,113058.50604996135
2026-03-16 00:00:00-04:00,0.0,56889.8478406197,0.0,0.0,0.0,56995.48997554272,113885.29195790096
2026-03-17 00:00:00-04:00,0.0,57251.92971744376,0.0,0.0,0.0,57511.051338024714,114762.94697537852
2026-03-18 00:00:00-04:00,0.0,56779.05794561909,0.0,0.0,0.0,57105.1843035061,113884.10961614049
2026-03-19 00:00:00-04:00,0.0,57238.375482773896,0.0,0.0,0.0,57373.44822494771,114611.56765747484
2026-03-20 00:00:00-04:00,0.0,56435.123750698105,0.0,0.0,0.0,57067.2995084147,113502.31888821517
2026-03-23 00:00:00-04:00,0.0,0.0,0.0,56446.58015880175,0.0,58400.06037564486,114823.51066383877
2026-03-24 00:00:00-04:00,0.0,0.0,0.0,57351.14696676511,0.0,58306.21459838941,115656.85483882495
2026-03-25 00:00:00-04:00,0.0,0.0,0.0,57596.15143801817,0.0,58058.990470344994,115655.13705823416
2026-03-26 00:00:00-04:00,0.0,0.0,0.0,0.0,57449.34174854321,58348.977214973835,115775.06745762988
2026-03-27 00:00:00-04:00,0.0,0.0,0.0,57010.17719109623,0.0,58706.57379304402,115693.50125802218
2026-03-30 00:00:00-04:00,0.0,57450.37153765233,0.0,0.0,0.0,57327.86123058476,114754.59367149924
2026-03-31 00:00:00-04:00,0.0,0.0,0.0,59375.56523582974,0.0,56997.675572152635,116349.79685924985
2026-04-01 00:00:00-04:00,0.0,0.0,0.0,0.0,57290.55669041861,57005.119928115404,114271.37160476873
2026-04-02 00:00:00-04:00,0.0,0.0,0.0,0.0,58360.68101721547,56319.57428436289,114679.86016826976
2026-04-06 00:00:00-04:00,0.0,0.0,0.0,57364.20343635327,0.0,57813.345895109254,115154.02253503854
2026-04-07 00:00:00-04:00,0.0,0.0,57877.83010197679,0.0,0.0,57848.61588521104,115703.11836689184
2026-04-08 00:00:00-04:00,0.0,0.0,56934.08963897322,0.0,0.0,58544.18375801271,115477.18701430486
2026-04-09 00:00:00-04:00,0.0,0.0,58337.26877923134,0.0,0.0,56768.05928934662,115104.89622269556
2026-04-10 00:00:00-04:00,0.0,0.0,57281.08498156033,0.0,0.0,57290.43908120996,114571.15417213754
2026-04-13 00:00:00-04:00,0.0,0.0,58578.699851900936,0.0,58808.80556430287,0.0,117364.02896334615
2026-04-14 00:00:00-04:00,0.0,0.0,59178.80448519792,0.0,59128.079763767644,0.0,118306.80114155558
2026-04-15 00:00:00-04:00,0.0,0.0,59460.17401995463,60113.42953136667,0.0,0.0,119549.60410636177
2026-04-16 00:00:00-04:00,0.0,0.0,60030.41628853752,60328.157198427565,0.0,0.0,120358.3827811055
2026-04-17 00:00:00-04:00,0.0,0.0,61459.95065605805,61120.20952442512,0.0,0.0,122580.10649204424
2026-04-20 00:00:00-04:00,0.0,0.0,61755.42866542636,61257.25998437524,0.0,0.0,123012.66683669062
2026-04-21 00:00:00-04:00,0.0,0.0,60872.11828392528,61562.45688487101,0.0,0.0,122434.47233228006
2026-04-22 00:00:00-04:00,0.0,0.0,61615.68287988649,62603.694901958,0.0,0.0,124219.25287104012
2026-04-23 00:00:00-04:00,0.0,0.0,61605.484726569826,61509.0567514448,0.0,0.0,123114.45844102436
2026-04-24 00:00:00-04:00,0.0,62678.76792669275,0.0,62899.65485725196,0.0,0.0,125553.26916900866
2026-04-27 00:00:00-04:00,0.0,62793.146000064284,0.0,62930.27482207174,0.0,0.0,125723.3777223537
2026-04-28 00:00:00-04:00,0.0,61874.47904825616,0.0,62152.56079941212,0.0,0.0,124026.92398094533
2026-04-29 00:00:00-04:00,0.0,62535.000632525,0.0,62366.962128063766,0.0,0.0,124901.84901095447
2026-04-30 00:00:00-04:00,0.0,62960.76005026199,0.0,62676.40292330182,0.0,0.0,125637.09973154907
2026-05-01 00:00:00-04:00,0.0,63530.61248185482,0.0,63642.23391172028,0.0,0.0,127172.83257265897
2026-05-04 00:00:00-04:00,0.0,63607.23829900714,0.0,63516.883689344,0.0,0.0,127124.04246032015
2026-05-05 00:00:00-04:00,0.0,64504.19425170327,0.0,64847.89217154131,0.0,0.0,129352.05757087775
2026-05-06 00:00:00-04:00,0.0,66168.16691438587,0.0,66246.11119813721,0.0,0.0,132414.1486843037
2026-05-07 00:00:00-04:00,0.0,66134.30379156499,0.0,66068.469495726,0.0,0.0,132202.75498126278
2026-05-08 00:00:00-04:00,0.0,67786.11433724787,0.0,68236.06836559979,0.0,0.0,136022.14230569845
2026-05-11 00:00:00-04:00,0.0,68372.77049426822,0.0,68760.81972517449,0.0,0.0,137133.4329833585
