Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-02-10,595.3931329282537,596.8420848342793,594.1215398587573,596.2013549804688,26048700,0.0,0.0,0.0
2025-02-11,593.9343010016065,597.1969698690995,593.8160216596527,596.6548461914062,30056700,0.0,0.0,0.0
2025-02-12,590.6321754646003,595.9056528588447,589.9520392250456,594.732666015625,45076100,0.0,0.0,0.0
2025-02-13,595.8366046698266,601.2185545419917,594.5749384975967,601.0115356445312,40921300,0.0,0.0,0.0
2025-02-14,601.2186143347305,602.2535886001177,600.3610590723445,600.9820556640625,26910400,0.0,0.0,0.0
2025-02-18,602.1451966252264,602.7464599609375,599.6809434502483,602.7464599609375,26749000,0.0,0.0,0.0
2025-02-19,601.3566689008733,604.4615919136522,600.8440849703791,604.1658935546875,31011100,0.0,0.0,0.0
2025-02-20,602.7956695963146,602.9336821985821,598.3403412349714,601.6522827148438,36554000,0.0,0.0,0.0
2025-02-21,601.435409514207,601.5734221193063,590.8982614234848,591.361572265625,76519800,0.0,0.0,0.0
2025-02-24,593.4118132885562,594.4073810554311,587.9608571639533,588.6705932617188,50737200,0.0,0.0,0.0
2025-02-25,588.6115273648803,589.3409366661995,581.1300283822392,585.7431030273438,58266500,0.0,0.0,0.0
2025-02-26,587.4088964020577,591.0067297705009,583.3970853838995,586.0387573242188,43321600,0.0,0.0,0.0
2025-02-27,588.3156475632774,589.468961108592,576.2901428845248,576.6843872070312,74196700,0.0,0.0,0.0
2025-02-28,577.1872200213395,586.2162169760591,574.1118369424444,585.6839599609375,88744100,0.0,0.0,0.0
2025-03-03,587.6552532272791,588.7987001526899,571.6080711867788,575.4227294921875,74249200,0.0,0.0,0.0
2025-03-04,571.4207954091844,577.0195703305991,564.0674436853699,568.6115112304688,109648200,0.0,0.0,0.0
2025-03-05,568.4440493526719,576.5169448984452,564.8856823224501,574.7229614257812,71230500,0.0,0.0,0.0
2025-03-06,567.2513477016495,571.874289065213,561.9680033325571,564.52099609375,80094900,0.0,0.0,0.0
2025-03-07,562.7368186254731,569.1340095542192,557.5421542389136,567.6849975585938,81158800,0.0,0.0,0.0
2025-03-10,559.4741670846696,561.3962362827218,547.6457527585567,552.5643920898438,99326600,0.0,0.0,0.0
2025-03-11,551.4012894751355,555.9552243228402,544.1268096197261,547.9710083007812,88102100,0.0,0.0,0.0
2025-03-12,554.1315858671662,555.0581473332891,545.7728595599632,550.8787841796875,69588200,0.0,0.0,0.0
2025-03-13,550.5042540653316,551.1153839968962,541.8202288918889,543.5353393554688,74079400,0.0,0.0,0.0
2025-03-14,548.1583018697701,555.7679467233177,543.604366956188,554.7625122070312,62660300,0.0,0.0,0.0
2025-03-17,554.742702735982,561.5637976935186,554.3089918436672,559.0404052734375,49008700,0.0,0.0,0.0
2025-03-18,556.7240886177484,556.9409741907108,551.0661727165913,552.9981689453125,66041400,0.0,0.0,0.0
2025-03-19,554.7821880592443,562.7860764826731,553.5993346617712,559.0206909179688,66556000,0.0,0.0,0.0
2025-03-20,555.2751474371241,562.4116154449966,554.5555445552985,557.4042358398438,62958200,0.0,0.0,0.0
2025-03-21,552.9413897854555,558.4877939738346,551.7055567482902,557.5880737304688,83763000,1.696,0.0,0.0
2025-03-24,564.3307537296456,568.6314886589248,563.7375780431137,567.5736083984375,58766800,0.0,0.0,0.0
2025-03-25,568.7797068467552,569.8771119506348,567.1879685958952,568.9379272460938,38355700,0.0,0.0,0.0
2025-03-26,568.6709866041082,569.7980806984394,560.7616559941828,562.1458129882812,51848300,0.0,0.0,0.0
2025-03-27,560.7517355574175,564.4296055114135,558.5371327368356,560.6528930664062,42164200,0.0,0.0,0.0
2025-03-28,559.1204968505267,559.8521002775326,548.7790253468997,549.3623046875,71662700,0.0,0.0,0.0
2025-03-31,543.5984615291653,554.3551567474991,540.6719872727307,553.0501098632812,95328200,0.0,0.0,0.0
2025-04-01,551.1320571376683,556.559825628618,547.4047657676659,554.6121215820312,54609600,0.0,0.0,0.0
2025-04-02,548.7592465118332,560.9890444564371,548.52197624234,558.1219482421875,76014500,0.0,0.0,0.0
2025-04-03,538.9319060881811,541.7594774009829,530.6172485351562,530.6172485351562,125986000,0.0,0.0,0.0
2025-04-04,517.7349036725598,519.9099817661254,499.3358369172059,499.5533447265625,217965100,0.0,0.0,0.0
2025-04-07,483.6457288710085,517.2405945444942,476.3394695378794,498.66357421875,256611400,0.0,0.0,0.0
2025-04-08,515.9454154101668,519.0300496454024,483.61604333672847,490.85308837890625,165816600,0.0,0.0,0.0
2025-04-09,487.84755542038147,542.4021606445312,487.46196103833506,542.4021606445312,241867300,0.0,0.0,0.0
2025-04-10,526.1385878330984,527.4535310578508,503.5475844453038,518.6346435546875,162331200,0.0,0.0,0.0
2025-04-11,517.0824330937988,530.3503195313269,514.1757514102393,527.8885498046875,97866300,0.0,0.0,0.0
2025-04-14,537.883883195208,538.1113174755011,527.8093712828247,533.009765625,68034000,0.0,0.0,0.0
2025-04-15,533.5536182929557,537.0732685211545,530.726046664157,531.5169677734375,56892900,0.0,0.0,0.0
2025-04-16,525.6541223320015,531.7937621429162,514.3931980244283,519.7023315429688,83484800,0.0,0.0,0.0
2025-04-17,521.6599483491107,525.1499093262158,517.9721816819745,520.44384765625,79868100,0.0,0.0,0.0
2025-04-21,515.2533065114334,515.7872249375157,502.6972625032136,508.05584716796875,69368100,0.0,0.0,0.0
2025-04-22,514.2450097037921,523.3011683263503,513.3057644566182,521.2744140625,75948100,0.0,0.0,0.0
2025-04-23,534.3049739114415,539.2483058984949,527.8292210770832,529.3517456054688,90590700,0.0,0.0,0.0
2025-04-24,530.6369834977514,541.2256220112762,529.3814182452572,540.4940185546875,64150400,0.0,0.0,0.0
2025-04-25,540.454522631326,544.804618673288,537.5280483044934,544.3992919921875,61119600,0.0,0.0,0.0
2025-04-28,545.1407910444296,547.2762839575454,538.8429907853031,544.6068725585938,47613800,0.0,0.0,0.0
2025-04-29,542.6887574529197,549.1546732609154,542.3328520901122,548.0374755859375,47775100,0.0,0.0,0.0
2025-04-30,541.3640897959557,550.2126665027023,535.3826699025942,548.2550659179688,93101500,0.0,0.0,0.0
2025-05-01,554.0189932525213,557.6770710508032,551.5374308999284,552.1405029296875,63186100,0.0,0.0,0.0
2025-05-02,558.3295262045715,561.9381825044319,556.006184429092,560.3365478515625,60717300,0.0,0.0,0.0
2025-05-05,556.1940033222468,560.2277786911415,555.3338684753841,557.1233520507812,38659200,0.0,0.0,0.0
2025-05-06,551.6066618961361,556.9652171268149,550.64768441023,552.466796875,48264700,0.0,0.0,0.0
2025-05-07,553.8014338302406,557.4298221355041,549.7379696101782,554.7901000976562,55588000,0.0,0.0,0.0
2025-05-08,558.8337754612519,563.8463212534109,555.333918196641,558.6558227539062,65130800,0.0,0.0,0.0
2025-05-09,560.0597310271954,561.0681900796083,556.3819209310694,557.9440307617188,37603400,0.0,0.0,0.0
